date,spread
2021-09-30,1.5010000430047512
2021-10-01,1.4509999714791775
2021-10-04,1.452999945729971
2021-10-05,1.494000043720007
2021-10-06,1.4840000495314598
2021-10-07,1.530999980866909
2021-10-08,1.565000019967556
2021-10-11,1.5739999637007713
2021-10-12,1.540000043809414
2021-10-13,1.5040000230073929
2021-10-14,1.4790000542998314
2021-10-15,1.537999976426363
2021-10-18,1.5409999899566174
2021-10-19,1.5849999897181988
2021-10-20,1.5860000364482403
2021-10-21,1.6259999983012676
2021-10-22,1.6049999706447124
2021-10-25,1.5849999897181988
2021-10-26,1.568999957293272
2021-10-27,1.4790000431239605
2021-10-28,1.5199999585747719
2021-10-29,1.509000040590763
2021-11-01,1.5350000485777855
2021-11-02,1.5040000230073929
2021-11-03,1.5339999943971634
2021-11-04,1.4890000484883785
2021-11-05,1.412999950349331
2021-11-08,1.4619999788701534
2021-11-09,1.3920000419020653
2021-11-10,1.5149999409914017
2021-11-11,1.5199999436736107
2021-11-12,1.539000015705824
2021-11-15,1.5850000269711018
2021-11-16,1.593999944627285
2021-11-17,1.5589999705553055
2021-11-18,1.5439999848604202
2021-11-19,1.491000011563301
2021-11-22,1.5850000008940697
2021-11-23,1.622000053524971
2021-11-24,1.5949999801814556
2021-11-26,1.438999991863966
2021-11-29,1.4919999726116657
2021-11-30,1.3949999585747719
2021-12-01,1.384000014513731
2021-12-02,1.404999952763319
2021-12-03,1.3000000528991222
2021-12-06,1.3910000137984753
2021-12-07,1.4220000207424164
2021-12-08,1.4489999450743198
2021-12-09,1.433999989181757
2021-12-10,1.4389999620616436
2021-12-13,1.3810000233352184
2021-12-14,1.3899999633431435
2021-12-15,1.4180000573396683
2021-12-16,1.3870000503957272
2021-12-17,1.3719999510794878
2021-12-20,1.381000030785799
2021-12-21,1.421999990940094
2021-12-22,1.3920000195503235
2021-12-23,1.4350000321865082
2021-12-27,1.4379999451339245
2021-12-28,1.4309999458491802
2021-12-29,1.497999981045723
2021-12-30,1.4899999853223562
2021-12-31,1.4789999648928642
2022-01-03,1.5750000216066837
2022-01-04,1.5879999846220016
2022-01-05,1.6200000420212746
2022-01-06,1.6430000364780426
